tweet_id,clean_text,label,vader_compound,manual_label
1.69656E+18,"VIDEO President received letters of credence from newly appointed envoys from the Republic of Malta, the Federal Democratic Republic of Ethiopia, the People s Democratic Republic of Algeria, the Republic of Korea, the Federal Republic of Germany, the Islamic Republic of Pakistan, the State of Israel, the Republic of Guinea, the Kingdom of Bahrain, the Republic of Zambia, the Kingdom of Eswatini, and the Islamic Republic of Iran.",neutral,0,neutral
1.68721E+18,The president of East Africa and Rwanda,neutral,0,positive
1.7143E+18,We must continue to prioritize digital skills and literacy. -President at the opening of . Watch the full remarks.,neutral,0,neutral
1.6943E+18,President to the Youth You should ask yourselves what's impeding the development of Rwanda and Africa while other countries from the rest of the continents of the world are developed.,neutral,0,neutral
1.76603E+18,WATCH The moment First Lady Jeannette made her way inside BK Arena for the national celebration of International Women's Day.,neutral,0,neutral
1.75696E+18,There are always going to be times when you are on your own path. - President reflects on the lessons Rwanda learned from the 1994 Genocide against the Tutsi.,neutral,0,neutral
1.76716E+18,"JUST IN President has arrived in Luanda, Angola, where he was received by President João Lourenço for a one-day working visit.",neutral,0,neutral
1.75636E+18,UPDATE First Lady Jeannette on Saturday arrived in Namibia to offer her condolences to former First Lady Monica Geingos and her family following the passing of President Hage Geingob.,neutral,0,neutral
1.76453E+18,Democracy is not defined by the West,neutral,0,positive
1.74974E+18,"We cannot act like spoiled kids. While others may walk for days to cover a certain distance, we must run the same distance in just a few hours. - President",neutral,-0.0026,positive
1.71493E+18,Who else would have found it easy to invest in a country that had just emerged from a tragic history as we know it. President Paul said while lauding MTN s 25 years of doing business in Rwanda.,neutral,-0.0258,positive
1.77555E+18,"As we are about to commemorate for the 30th year the Genocide against the Tutsi, it is so shocking that in the west some dream of democratic alternation for Rwanda in accepting genocide denial amp bringing back Hutu Power ideology in politics",neutral,0.0281,negative
1.71713E+18,"President on how to eradicate corruption It doesn't happen by just going to a church or a mosque to pray. No, it happens because you don't want it and you do things that will stop it and that is why everybody including leaders must be held accountable.",neutral,-0.0315,positive
1.7425E+18,"Fellow Tweeps please do your own research before trusting this Genocide denier so-called If you do so means you know nothing about politics and the history of , don't let his lengthy threads blind you",negative,-0.0516,negative
1.64839E+18,"Protais Musoni, a seasoned politician and one of the earliest members of ruling party RPF-Inkotanyi, fleed as a seven-year-old boy with his family in 1961. In this interview, he looks back at his struggles in exile and the founding of RPF.",positive,0.0516,positive
1.63957E+18,"Political parties have been urged to take the lead in fighting against genocide ideology and fostering unity among -ns. Though we are from different political organisations, our common goal should be building our country.",positive,0.0516,positive
1.77722E+18,"9 On April 16, 1994, Dr Theoneste Gafaranga, a private medical practitioner and member of PSD political party, was killed. Gafaranga was a leader who was not afraid of speaking his mind. He once said The are welcome to . They have doctors, lawyers, engineers that needs . His words and rational thinking cost him his life during the .",positive,0.0516,negative
1.85412E+18,"Politics based on is practiced by the becoming more evident with each passing day. In , there is a false claim that and have reached nearly 100 , but that is not the case because there is a serious issue of . Some people still do not see others as , and the Rwandan government is aware of this because it is one of the it uses to maintain control.",negative,-0.0644,negative
1.75391E+18,"You should leave Rwanda and go wherever you want to go, but Rwanda shouldn t leave you prez",negative,-0.0644,positive
1.63641E+18,"Rwanda is honored to host FIFA Congress We need to keep bad politics out of Sports' President ... you know why the imperialists can't wait to see him out of office, Son of Africa",positive,0.0772,positive
1.62435E+18,"For a country like Germany , posing for a such picture in the middle of an open war between and constitutes an indication of side choice, and an implicit support towards genocidal politics of 's.",positive,0.0772,negative
1.77226E+18,Primitive politics is at the center of rising tensions between and . dictator closed ranks with with a shared agenda to overthrow 's government. He deployed troops in to reinforce and .,negative,-0.0772,negative
1.83668E+18,"Overall, there must be clear governance that ensures stability, so that people doing business don t have to worry about unrelated issues. President in a fireside chat moderated by Richard Ditizio, Milken Institute CEO.",negative,-0.0772,neutral
1.76075E+18,President and EAC Chairperson Salva Kiir discussed Thursday the importance of addressing root causes of insecurity in the region. Here's what to know.,negative,-0.0772,neutral
1.61474E+18,"When RPF invaded Rwanda, there was mercenaries from Ethiopia, Somalia, Tanzania, and Uganda. The same under umbrella use some Ugandans promising them fake payment. Everything with them is based on lies. Listen to them when they are praising themselves.",positive,0.0772,negative
1.8327E+18,"In 100 years, our principles will still be valid, a testament to their enduring truth. We will never rest in our pursuit of a stronger, more democratic Rwanda. The well-being of our people and the protection of our sovereignty are battles we will fight without pause.",negative,-0.0772,positive
1.80695E+18,"Fellow Compatriots, Leave those vagabonds that get a meal after organized crimes if attacking the Rwanda HoS, Rwandese have Spoken loudly during these Successful on going Campaigns. who got light under RPF era is lousy forgetting the Lifting hand of the",positive,0.0772,positive
1.70209E+18,"Einat Weiss, the new Israeli Ambassador to I want to see Israel investing in every field here and more Rwandans going to Israel for tourism, and education, among other purposes. This could take the relationship to another level.",positive,0.0772,positive
1.75391E+18,"I want us to go far , together and very fast . Prez",positive,0.0772,positive
1.74733E+18,"Today, President and President Volodymyr held discussions on the current Ukraine situation and efforts to resolve the conflict.",positive,0.0772,neutral
1.72223E+18,We don't take the risk just for the sake of it. We take risk where risk must be taken that is going to give us that value in what we want to achieve. - President .,positive,0.0808,neutral
1.7013E+18,"6 are criminals,thugs and zombies who the West met in , supported them to loot Congo,, carried out genocides, then installed them in power in Rwanda and now harvests organs.Please Western World,can you help us get rid of your man?We are extremely TIRED!",positive,0.0941,negative
1.76795E+18,"VISIT RWANDA A novel, uniquely Rwandan concept and then The Burundi team s actions and behavior says a lot about their leadership. One s actions tells you a lot about their thinking. Sports unites nations, and injecting politics into it is not only a bad idea but lack of foresight and deep thought. Shalita Willis by",negative,-0.0964,negative
1.72493E+18,"policy in disarray as senior Tories warn Rishi Sunak his plan B won't work At this point, all we re seeing is performative politics from Sunak There s nothing of substance that could possibly work before the next general election Fortunately",negative,-0.1027,negative
1.75921E+18,"OPINION Of all elections taking place in 2024, the elections in are the ones to watch for serious students and actors in the field of democracy. The spirit of the age and the politics of the future are being distilled in Rwanda.",positive,0.1027,positive
1.64426E+18,A true requires real for all -ns on all fields .. This is unfortunately not yet the case in actual Rwanda under .,positive,0.1027,negative
1.84593E+18,President on Monday made new appointments in the Rwanda Defence Force RDF .,positive,0.1027,neutral
1.6664E+18,"HEADS-UP Today, President Paul is expected to preside over the swearing-in ceremony for the new Minister of Defence and other officials. The function, which will take place at Village Urugwiro, will be broadcasted live on platforms.",positive,0.1027,neutral
1.65052E+18,"I strongly oppose plan to deport refugees to It's an appalling policy which has everything to do with populist politics and nothing whatsoever to do with what's right,fair,reasonable,ethical,or necessary. And it wont even work.",negative,-0.1027,negative
1.61244E+18,"François Xavier Kalinda is unanimously elected as the new president of senate, replacing Augustin Iyamuremye who resigned from the position due to illness last month. The head of senate in tops the order of presidential succession.",positive,0.1027,neutral
1.81391E+18,"The fake elections continue with members of the parliament results. This process is used to put in the legislative system in people who serve and the . The political parties are an extension of , including they presented the same candidate for the elections of the post of president of .",negative,-0.1027,negative
1.64142E+18,"HEADS-UP This afternoon, President to officiate the swearing-in ceremony of newly appointed Minister of Youth, Dr Abdallah Utumatwishima. Don't miss the live coverage on platforms.",positive,0.1139,neutral
1.695E+18,"HEADS-UP President to preside over closing of 13th Itorero Indangamirwa in Nkumba, Burera District today. Don't miss the live broadcast on platforms.",positive,0.1139,neutral
1.67622E+18,"President on Rwanda's development journey since liberation Compared to where we are from, there is a lot that has been achieved, but it is not nearly enough compared to where we want to be.",positive,0.1154,positive
1.74773E+18,I stay clear of politics on here as it s a show of ill-informed idiots. Am watching the voting on needs to do something on illegal but why is sending people to a country where we accept refugees because it s unsafe for them? Am I missing something?,positive,0.1179,negative
1.80192E+18,Fools in the West with their house niggas like amp Co. Think they know better?! Everything works in because politics is right. and beyond.,negative,-0.126,positive
1.67487E+18,"I think you have a mental problem of understanding some real issues. and his Warmonger regime triggered genocide, he's in great part responsible of that and you know it. You can't continue your narratives as if crimes are not known !",negative,-0.126,negative
1.70369E+18,Anti- sentiment has long been a powerful force in politics. Constant Mutamba s campaign is just the latest example of a trend that stretches back over a decade.,positive,0.128,neutral
1.67181E+18,"Congolese population, especially those in Eastern have proven to be resilient despite Kinshasa government's politics of division. Eastern DRC needs security and population can take care of their problems. They are not trained to only dance ndombolo all day long and blame",positive,0.128,positive
1.67617E+18,HEADS-UP President to have exclusive interview with RBA today at 3pm Kigali time.,positive,0.128,neutral
1.80237E+18,"This Monday, RBA will host President Paul in an exclusive interview on a wide range of topics. The programme will be live on all of our platforms.",positive,0.128,neutral
1.80257E+18,"This Monday from 2PM Kigali Time , RBA will host President Paul in an exclusive interview on a wide range of topics. The programme will be live on all of our platforms.",positive,0.128,neutral
1.64354E+18,WATCH President is visiting Rwanda Institute for Conservation Agriculture RICA where new electric trucks of Volkswagen for driving modern agriculture in are expected to be launched. TNT,positive,0.128,neutral
1.66643E+18,"I salute the decision to distance from injustice perpetrated by in Rwanda. , please enforce justice as you have been supporting is a criminal organization in Africa.",positive,0.128,negative
1.68097E+18,"Commitments which are not followed by actions, cannot fulfil our promise to build a more just equitable and prosperous future for the generations that follow us. -President calls on policy-makers to do much more to tackle a biased attitude about gender which are deeply embedded in their political, social and economic systems.",positive,0.1376,positive
1.72842E+18,Very important to remember that no Rwandan wishes to see the story of repeating itself. Those who wish to perpetuate that movement and their ideology through politics and diplomacy can do it but will not sit down and watch. Said president,positive,0.1467,neutral
1.67154E+18,"First Lady Jeannette speaking at By limiting the space for women in finance and technology, we are not just failing women. We are failing everyone.",negative,-0.1526,neutral
1.64211E+18,"WATCH Frmr SARB Governor speaks about the corruption which has taken root in the ANC, but says it s not the entire organisation, just a few rotten apples. His panel was looking at Good Politics From Liberation to Nation-Building",negative,-0.1531,negative
1.791E+18,"VIDEO President has arrived at the Kigali Convention Centre where he joins visiting Heads of State and Government, leaders of international institutions, global policy-makers, industry leaders, representatives of the private sector, and other dignitaries for the Opening Session of the 2024 Africa CEO Forum. .",positive,0.1531,neutral
1.64273E+18,This country is here whether you want it or not. And those of us who belong to this country are here whether you want us or not. -President at the 16th Congress of RPF-Inkotanyi. Watch the Remarks here,positive,0.1531,neutral
1.64916E+18,"Only in Rwanda of , a famous, professional doctor for more than 25 years in career can't afford his medical treatment. The confused ones supporters will sing victory and development offered by .",positive,0.1531,negative
1.81537E+18,"WATCH President , alongside other dignitaries participate in the King Faisal Hospital expansion groundbreaking ceremony.",positive,0.1531,neutral
1.65379E+18,Message from President to population affected by flooding and landslides.,negative,-0.1531,neutral
1.7074E+18,The came to with the mission of saving lives. They were driven by a deep commitment to ending genocide and protecting vulnerable people. Their arrival signified a break with the hate-fueled agenda of the genocidal regime led by Kinani.,positive,0.1779,positive
1.69509E+18,WATCH President stops to greet residents of . The Head of State is expected in Nyakinama where he will meet with opinion leaders from the Northern and Western provinces.,positive,0.1779,neutral
1.72529E+18,"No amount of the saying is a safe country, even through legislation, will override the evidence that it is not safe for asylum seekers and nor is any system in place to deal with them. The deals in evidence, not politics.",negative,-0.1793,negative
1.78348E+18,"Very true Mr ,Some people are uninformed about or maliciously opposes the UK-Rwanda humanitarian deal.Many of them are anti- ,habitually misrepresenting the country. politicians' opposition appears driven by politics,not genuine Rwanda concerns",positive,0.2006,positive
1.74978E+18,"QUOTE OF THE DAY Ntimugatinye ibitumbaraye, haba harimo ubusa. To see how empty a balloon is, you just need a needle . President Paul",negative,-0.2023,neutral
1.82267E+18,"President at There is no longer room for the powerful to impose their vision about how others ought to live, or to create narratives that falsify the truth.",positive,0.2023,neutral
1.79133E+18,"In sub-Saharan Africa, Rwanda is a top performer in education, with 98 of children enrolled in primary school under 's leadership.",positive,0.2023,positive
1.82737E+18,𝗜𝗺𝗶𝘁𝗮𝘁𝗶𝗼𝗻 𝗶𝘀 𝘁𝗵𝗲 𝘀𝗶𝗻𝗰𝗲𝗿𝗲𝘀𝘁 𝗳𝗼𝗿𝗺 𝗼𝗳 𝗳𝗹𝗮𝘁𝘁𝗲𝗿𝘆 𝘁𝗵𝗮𝘁 𝗺𝗲𝗱𝗶𝗼𝗰𝗿𝗶𝘁𝘆 𝗰𝗮𝗻 𝗽𝗮𝘆 𝘁𝗼 𝗴𝗿𝗲𝗮𝘁𝗻𝗲𝘀𝘀. -- Amusing to see these spawns of genocidaires attempt and fail to be dismissive of 's EPIC achievements WHILE BORROWING from its legendary and successful methodology of galvanizing and banking on the youth's dynamism to rebuild and re-strengthen Rwanda 's chattered society. Whereas their forefathers did the EXACT OPPOSITE by using their youth today's 𝗴𝗲𝗻𝗼𝗰𝗶𝗱𝗲 𝗮𝗽𝗼𝗹𝗼𝗴𝗶𝘀𝘁𝘀 𝘁𝗵𝗲𝗶𝗿 𝗮𝗹𝗹𝗶𝗲𝘀 in the destruction of their own nation.,positive,0.2023,positive
1.76677E+18,"As prepares for a general election in July, the political parties forum NFPO has trained the conflict prevention and resolution commissioners of parties on the principles of conflict management, particularly during the election season.",positive,0.2023,neutral
1.6431E+18,"3 Since 1994 after the captured ,they immediately started looting everything out of Rwanda amp sold them in Uganda.They robbed their own Rwandan National Bank too. They are even emptying catholic organizations such as . Then they forge money to fill in the gap!",negative,-0.2244,negative
1.7479E+18,"An internal Tory drama engulfing our politics? The policy feels like all over again Stop the boats has that distinctive take back control finality, the full stop to any debate, the curtain call on any possibility of compromise",negative,-0.2263,negative
1.7247E+18,"Whatever the court decides, the immediate arguments will depend on the politics of asylum as much as the law itself - looks at the possible outcomes from today's Supreme Court judgement. on the Rwanda scheme",positive,0.2263,neutral
1.78303E+18,"If the Conservative government seriously cared - rather than playing cruel politics with people s lives - they would open a processing centre in Calais and form closer relationships with the EU, that distant shore we used to a part of.",negative,-0.2263,negative
1.64429E+18,"Today, we gather to honor the continued sacrifice of survivors and remember all those we lost during the Genocide against the Tutsi. -President .",positive,0.2263,neutral
1.67609E+18,The World abandoned RWANDA during genocide against Tutsi in 1994 God sent - INKOTANYI and we were Rescued,positive,0.2263,positive
1.73632E+18,"'s ruling party RPF-Inkotanyi and their Chinese counterparts, the Communist Party of China CPC , have agreed to broaden the framework of the existing ties, particularly dealing with climate change effects and terrorism among other areas.",positive,0.2263,neutral
1.71728E+18,"52 of our population is women, so you can imagine what would happen in one's country if you exclude the 52 . - President women's rights Future Investment Initiative",negative,-0.2263,neutral
1.67957E+18,"Apparently you know nothing about what is going on about and DIRTY Deal of migrants, you better stay away from it ! But if you're troll, just go on !",negative,-0.2383,negative
1.60943E+18,"'s speech is full of misunderstandings of what is really going on in World Politics. He's not sure of what he's talking about and contradicting himself. To have PEACE in the , his regime has to STOP sticking to power.",negative,-0.2411,negative
1.70842E+18,it is immoral for this country the UK to see themselves as... the compassionate country. They enslaved millions of people for 400 years... Compassion in this country is politics... There's no compassion here. Rwandan ambassador to UK,negative,-0.2453,negative
1.68096E+18,"President In , we have created an enabling environment for women to be equally represented in leadership positions, including in politics and at all levels.",positive,0.25,positive
1.78376E+18,Utterly astonishing. Apart from the politics it's not as if in adjacent to Gisenyi in has not been much in the news of late with the active volcano. But then does local knowledge ever matter?,positive,0.25,negative
1.8367E+18,"regime is good at playing politics of deceit, they want to portray as an aggressive neighbor, however the truth is known, there is no soldier on soil. is fighting his fellow countrymen and women in the .",negative,-0.25,negative
1.61819E+18,"I, sometimes, like Rwanda's foreign policy and approach to the regional politics and the messy intertwined Greatlakes geopolitics. Foreign policy is shaped by national interests.",positive,0.25,positive
